747263,1,3,49,9,47
747459,41,105,59,53,22
747340,9,,,,
747098,99,24,3,4,7
747450,84,4,94,9,17
747267,74,7,,,
747231,23,11,75,,
747038,40,47,71,,
747235,29,5,82,,
747406,99,78,,,
747385,70,90,37,98,22
747408,7,12,53,31,93
747452,55,57,12,,
747453,21,62,27,31,48
747167,48,9,33,,
747457,88,77,61,37,73
747118,94,84,66,18,37
747456,44,,,,
747168,40,47,71,,
747417,27,48,42,94,
747416,24,1,,,
747353,20,51,86,94,88
747454,40,61,44,,
654321,78,56,66,17,72
741722,1234,,,,
747448,78,87,53,37,77
747315,41,98,,,
